"AmBe.dat, x:Light Output [ch] vs y:Light Output [ch]
 "
126.0080645161288,5166.330645161288,20413.306451612894,36164.314516129016,29107.862903225796,9828.62903225806,1008.0645161290322
0.7121212121212122,0.7770562770562771,0.795995670995671,0.7608225108225108,0.5335497835497836,0.3874458874458875,0.47132034632034636
3780.2419354838694,30241.935483870955,26965.7258064516,5922.379032258063
0.9502164502164504,0.87987012987013,0.8203463203463204,0.7770562770562771
11844.758064516125,12348.79032258064,28981.854838709667
0.8933982683982685,0.6417748917748918,0.630952380952381
21673.387096774186,23689.51612903225,39818.54838709676,40700.60483870966,39314.51612903224,32384.072580645152,27469.75806451612
0.9312770562770564,0.5308441558441559,0.45779220779220786,0.7012987012987013,0.8717532467532468,0.9502164502164504,0.9799783549783551
